frame_number,vehicle_id,speed,license_plate,license_plate_confidence,is_overspeed,x1,y1,x2,y2,confidence,vehicle_class,timestamp
159,6,28.59,N/A,0.0,False,683,44,731,87,0.61,car,5.482758620689655
160,7,30.51,N/A,0.0,False,594,43,643,88,0.7,car,5.517241379310345
160,6,28.86,N/A,0.0,False,680,45,732,90,0.53,car,5.517241379310345
161,7,32.02,N/A,0.0,False,591,45,643,92,0.68,car,5.551724137931035
161,6,29.47,N/A,0.0,False,684,47,732,90,0.65,car,5.551724137931035
161,4,20.56,N/A,0.0,False,79,0,158,42,0.52,car,5.551724137931035
162,7,34.65,N/A,0.0,False,586,47,642,94,0.67,car,5.586206896551724
162,6,29.89,N/A,0.0,False,684,48,733,92,0.54,car,5.586206896551724
162,4,19.46,N/A,0.0,False,79,0,157,41,0.51,car,5.586206896551724
163,6,30.18,N/A,0.0,False,684,50,733,93,0.73,car,5.620689655172414
163,7,37.07,N/A,0.0,False,587,48,642,95,0.64,car,5.620689655172414
163,4,17.31,N/A,0.0,False,79,0,156,39,0.53,car,5.620689655172414
164,7,40.05,N/A,0.0,False,586,49,640,98,0.73,car,5.655172413793103
164,6,30.39,N/A,0.0,False,685,51,733,94,0.72,car,5.655172413793103
164,4,15.81,N/A,0.0,False,79,0,156,39,0.53,car,5.655172413793103
165,6,30.26,N/A,0.0,False,685,53,734,96,0.77,car,5.689655172413793
165,7,41.24,N/A,0.0,False,588,50,640,100,0.71,car,5.689655172413793
165,4,17.71,N/A,0.0,False,80,0,157,40,0.52,car,5.689655172413793
166,6,30.17,N/A,0.0,False,683,54,734,99,0.79,car,5.724137931034483
166,7,41.51,N/A,0.0,False,588,51,641,101,0.74,car,5.724137931034483
166,4,19.04,N/A,0.0,False,79,0,157,41,0.52,car,5.724137931034483
167,6,30.38,N/A,0.0,False,686,54,735,101,0.81,car,5.758620689655173
167,7,39.57,N/A,0.0,False,586,52,640,105,0.78,car,5.758620689655173
167,4,19.97,N/A,0.0,False,79,0,156,39,0.53,car,5.758620689655173
168,6,31.49,N/A,0.0,False,685,57,735,103,0.83,car,5.793103448275862
168,7,38.2,N/A,0.0,False,584,53,640,108,0.8,car,5.793103448275862
168,4,20.63,N/A,0.0,False,79,0,156,39,0.52,car,5.793103448275862
169,6,33.17,N/A,0.0,False,684,57,736,105,0.83,car,5.827586206896552
169,7,38.85,N/A,0.0,False,581,56,639,110,0.77,car,5.827586206896552
169,4,21.08,N/A,0.0,False,80,0,157,40,0.54,car,5.827586206896552
170,6,33.66,N/A,0.0,False,686,58,737,107,0.84,car,5.862068965517241
170,7,40.92,N/A,0.0,False,575,58,639,113,0.71,car,5.862068965517241
170,4,21.4,N/A,0.0,False,79,0,156,40,0.54,car,5.862068965517241
171,6,34.69,N/A,0.0,False,687,60,739,108,0.8,car,5.896551724137931
171,7,42.37,N/A,0.0,False,578,57,639,114,0.62,car,5.896551724137931
171,4,21.62,N/A,0.0,False,79,0,156,40,0.52,car,5.896551724137931
172,6,36.51,N/A,0.0,False,686,63,739,111,0.83,car,5.931034482758621
172,7,44.28,N/A,0.0,False,579,59,638,118,0.63,car,5.931034482758621
172,4,21.78,N/A,0.0,False,79,0,155,39,0.56,car,5.931034482758621
173,6,35.91,N/A,0.0,False,686,63,740,114,0.81,car,5.9655172413793105
173,7,46.7,N/A,0.0,False,578,62,637,120,0.64,car,5.9655172413793105
173,4,21.89,N/A,0.0,False,79,0,155,39,0.56,car,5.9655172413793105
174,6,36.24,N/A,0.0,False,686,66,740,117,0.8,car,6.0
174,7,46.79,N/A,0.0,False,576,65,637,122,0.66,car,6.0
174,4,21.89,N/A,0.0,False,80,0,156,39,0.58,car,6.0
175,7,44.96,N/A,0.0,False,575,66,637,125,0.69,car,6.0344827586206895
175,6,38.12,N/A,0.0,False,687,68,741,120,0.68,car,6.0344827586206895
175,4,21.89,N/A,0.0,False,80,0,157,38,0.6,car,6.0344827586206895
176,6,39.74,N/A,0.0,False,684,71,742,124,0.73,car,6.068965517241379
176,7,44.06,N/A,0.0,False,575,68,637,129,0.67,car,6.068965517241379
176,4,21.89,N/A,0.0,False,80,0,157,39,0.53,car,6.068965517241379
177,6,39.24,N/A,0.0,False,686,72,742,125,0.79,car,6.103448275862069
177,7,44.6,N/A,0.0,False,571,70,636,133,0.64,car,6.103448275862069
177,4,21.89,N/A,0.0,False,80,0,157,39,0.58,car,6.103448275862069
178,6,39.66,N/A,0.0,False,687,74,743,127,0.81,car,6.137931034482759
178,7,44.98,N/A,0.0,False,572,73,636,136,0.65,car,6.137931034482759
178,4,21.89,N/A,0.0,False,80,0,157,39,0.55,car,6.137931034482759
179,6,39.95,N/A,0.0,False,687,76,744,131,0.86,car,6.172413793103448
179,7,45.24,N/A,0.0,False,575,75,636,137,0.67,car,6.172413793103448
179,4,21.97,N/A,0.0,False,81,0,158,40,0.55,car,6.172413793103448
180,6,39.29,N/A,0.0,False,686,78,746,133,0.84,car,6.206896551724138
180,7,44.88,N/A,0.0,False,575,76,638,139,0.62,car,6.206896551724138
180,4,22.02,N/A,0.0,False,80,0,157,39,0.58,car,6.206896551724138
181,6,38.82,N/A,0.0,False,687,80,747,137,0.8,car,6.241379310344827
181,7,48.44,N/A,0.0,False,566,80,636,144,0.65,car,6.241379310344827
181,4,22.06,N/A,0.0,False,80,0,158,41,0.54,car,6.241379310344827
182,6,40.93,N/A,0.0,False,687,83,748,141,0.85,car,6.275862068965517
182,7,49.77,N/A,0.0,False,566,82,636,149,0.73,car,6.275862068965517
183,6,42.18,N/A,0.0,False,687,85,748,143,0.84,car,6.310344827586207
183,7,51.61,N/A,0.0,False,565,86,635,152,0.67,car,6.310344827586207
183,4,22.09,N/A,0.0,False,80,0,159,42,0.53,car,6.310344827586207
184,6,43.21,N/A,0.0,False,686,88,750,147,0.84,car,6.344827586206897
184,7,53.76,N/A,0.0,False,562,89,636,155,0.77,car,6.344827586206897
184,4,22.1,N/A,0.0,False,81,0,159,42,0.58,car,6.344827586206897
184,9,25.2,N/A,0.0,False,605,18,652,56,0.51,car,6.344827586206897
185,6,45.7,N/A,0.0,False,687,91,751,151,0.81,car,6.379310344827586
185,7,57.33,N/A,0.0,False,561,91,634,159,0.71,car,6.379310344827586
185,4,22.12,N/A,0.0,False,82,0,159,41,0.57,car,6.379310344827586
186,7,57.06,N/A,0.0,False,559,94,633,164,0.74,car,6.413793103448276
186,6,47.59,N/A,0.0,False,687,92,751,152,0.73,car,6.413793103448276
186,4,22.13,N/A,0.0,False,81,0,159,42,0.59,car,6.413793103448276
186,10,45.74,N/A,0.0,False,784,54,848,110,0.57,car,6.413793103448276
186,9,25.51,N/A,0.0,False,611,22,652,57,0.55,car,6.413793103448276
187,6,48.92,N/A,0.0,False,686,95,752,157,0.83,car,6.448275862068965
187,7,57.43,N/A,0.0,False,557,96,632,168,0.79,car,6.448275862068965
187,10,44.67,N/A,0.0,False,784,55,850,114,0.65,car,6.448275862068965
187,4,22.13,N/A,0.0,False,81,0,159,43,0.6,car,6.448275862068965
188,6,51.21,N/A,0.0,False,687,97,754,161,0.85,car,6.482758620689655
188,7,55.93,N/A,0.0,False,557,97,630,171,0.79,car,6.482758620689655
188,10,42.42,N/A,0.0,False,785,55,851,115,0.57,car,6.482758620689655
188,4,22.13,N/A,0.0,False,82,0,159,42,0.56,car,6.482758620689655
189,6,53.95,N/A,0.0,False,688,100,755,166,0.79,car,6.517241379310345
189,7,54.87,N/A,0.0,False,555,99,629,175,0.68,car,6.517241379310345
189,4,22.13,N/A,0.0,False,80,0,159,42,0.61,car,6.517241379310345
189,10,42.0,N/A,0.0,False,787,57,855,117,0.59,car,6.517241379310345
190,6,54.54,N/A,0.0,False,687,102,755,170,0.85,car,6.551724137931035
190,7,55.53,N/A,0.0,False,555,103,628,181,0.74,car,6.551724137931035
190,10,42.99,N/A,0.0,False,788,59,859,121,0.62,car,6.551724137931035
190,4,22.13,N/A,0.0,False,81,0,159,42,0.6,car,6.551724137931035
191,6,54.57,N/A,0.0,False,687,106,757,173,0.86,car,6.586206896551724
191,10,44.29,N/A,0.0,False,791,63,862,123,0.75,car,6.586206896551724
191,7,56.0,N/A,0.0,False,552,108,628,184,0.58,car,6.586206896551724
191,4,22.13,N/A,0.0,False,81,0,159,43,0.56,car,6.586206896551724
192,6,55.9,N/A,0.0,False,689,110,759,178,0.8,car,6.620689655172414
192,7,57.63,N/A,0.0,False,548,111,627,189,0.66,car,6.620689655172414
192,10,46.48,N/A,0.0,False,792,66,864,126,0.64,car,6.620689655172414
192,4,22.13,N/A,0.0,False,81,0,159,44,0.58,car,6.620689655172414
193,6,56.82,N/A,0.0,False,690,113,760,182,0.79,car,6.655172413793103
193,7,61.38,N/A,0.0,False,547,114,627,196,0.7,car,6.655172413793103
193,10,49.66,N/A,0.0,False,793,67,866,131,0.58,car,6.655172413793103
193,4,22.13,N/A,0.0,False,81,0,159,44,0.56,car,6.655172413793103
194,6,56.57,N/A,0.0,False,689,115,763,186,0.78,car,6.689655172413793
194,7,65.23,N/A,0.0,False,544,118,626,200,0.78,car,6.689655172413793
194,10,51.15,N/A,0.0,False,794,69,868,134,0.68,car,6.689655172413793
194,4,22.13,N/A,0.0,False,82,0,159,43,0.53,car,6.689655172413793
194,9,25.2,N/A,0.0,False,604,30,651,67,0.53,car,6.689655172413793
195,7,66.1,N/A,0.0,False,543,121,626,204,0.8,car,6.724137931034483
195,6,57.77,N/A,0.0,False,691,119,765,190,0.77,car,6.724137931034483
195,10,52.2,N/A,0.0,False,796,70,873,137,0.63,car,6.724137931034483
195,9,24.98,N/A,0.0,False,603,29,650,68,0.61,car,6.724137931034483
195,4,22.13,N/A,0.0,False,81,0,159,44,0.57,car,6.724137931034483
196,6,59.52,N/A,0.0,False,689,120,766,197,0.85,car,6.758620689655173
196,7,70.0,N/A,0.0,False,539,125,624,213,0.78,car,6.758620689655173
196,10,52.93,N/A,0.0,False,800,72,875,140,0.7,car,6.758620689655173
196,9,26.15,N/A,0.0,False,603,30,650,69,0.66,car,6.758620689655173
196,11,22.15,N/A,0.0,False,679,41,728,93,0.64,car,6.758620689655173
196,8,18.6,N/A,0.0,False,759,19,799,53,0.58,car,6.758620689655173
196,4,22.13,N/A,0.0,False,83,0,159,43,0.55,car,6.758620689655173
197,6,60.47,N/A,0.0,False,690,125,766,201,0.87,car,6.793103448275862
197,7,70.84,N/A,0.0,False,538,127,624,217,0.75,car,6.793103448275862
197,10,52.15,N/A,0.0,False,800,74,878,141,0.74,car,6.793103448275862
197,8,17.37,N/A,0.0,False,759,17,800,55,0.71,car,6.793103448275862
197,9,26.56,N/A,0.0,False,604,30,650,72,0.67,car,6.793103448275862
197,4,22.14,N/A,0.0,False,82,0,159,43,0.57,car,6.793103448275862
197,11,22.15,N/A,0.0,False,681,42,728,94,0.55,car,6.793103448275862
198,6,61.14,N/A,0.0,False,691,128,768,205,0.83,car,6.827586206896552
198,8,17.54,N/A,0.0,False,760,18,802,55,0.77,car,6.827586206896552
198,10,53.7,N/A,0.0,False,802,79,881,145,0.72,car,6.827586206896552
198,7,72.05,N/A,0.0,False,531,129,623,224,0.66,car,6.827586206896552
198,9,26.74,N/A,0.0,False,602,30,651,73,0.65,car,6.827586206896552
198,11,22.15,N/A,0.0,False,681,43,729,96,0.62,car,6.827586206896552
198,4,22.14,N/A,0.0,False,82,0,159,43,0.56,car,6.827586206896552
199,6,62.51,N/A,0.0,False,691,130,770,211,0.79,car,6.862068965517241
199,10,55.51,N/A,0.0,False,805,81,884,148,0.74,car,6.862068965517241
199,7,74.64,N/A,0.0,False,529,134,622,231,0.71,car,6.862068965517241
199,9,29.22,N/A,0.0,False,602,31,650,74,0.67,car,6.862068965517241
199,8,19.71,N/A,0.0,False,762,22,802,56,0.66,car,6.862068965517241
199,11,26.36,N/A,0.0,False,681,51,730,98,0.63,car,6.862068965517241
199,4,22.14,N/A,0.0,False,81,0,159,43,0.59,car,6.862068965517241
200,6,63.14,N/A,0.0,False,691,135,772,214,0.8,car,6.896551724137931
200,7,78.27,N/A,0.0,False,528,140,621,235,0.78,car,6.896551724137931
200,11,28.46,N/A,0.0,False,681,51,732,100,0.7,car,6.896551724137931
200,10,58.09,N/A,0.0,False,806,83,889,153,0.66,car,6.896551724137931
200,9,30.96,N/A,0.0,False,602,31,650,75,0.66,car,6.896551724137931
200,4,22.14,N/A,0.0,False,81,0,159,43,0.58,car,6.896551724137931
200,8,22.15,N/A,0.0,False,761,20,803,56,0.57,car,6.896551724137931
201,6,64.41,N/A,0.0,False,690,137,773,222,0.82,car,6.931034482758621
201,7,78.45,N/A,0.0,False,526,143,620,241,0.7,car,6.931034482758621
201,11,29.94,N/A,0.0,False,684,52,731,101,0.69,car,6.931034482758621
201,9,30.25,N/A,0.0,False,601,32,650,76,0.67,car,6.931034482758621
201,10,60.11,N/A,0.0,False,808,85,894,156,0.66,car,6.931034482758621
201,8,25.8,N/A,0.0,False,761,20,805,58,0.58,car,6.931034482758621
201,4,22.14,N/A,0.0,False,81,0,159,43,0.57,car,6.931034482758621
202,6,66.45,N/A,0.0,False,691,143,776,228,0.79,car,6.9655172413793105
202,10,62.4,N/A,0.0,False,810,86,895,161,0.67,car,6.9655172413793105
202,9,27.82,N/A,0.0,False,602,33,649,76,0.66,car,6.9655172413793105
202,7,81.7,N/A,0.0,True,523,147,619,249,0.65,car,6.9655172413793105
202,11,32.46,N/A,0.0,False,683,53,731,105,0.65,car,6.9655172413793105
202,8,27.45,N/A,0.0,False,762,21,807,59,0.63,car,6.9655172413793105
202,4,22.14,N/A,0.0,False,81,0,159,43,0.58,car,6.9655172413793105
203,6,68.89,N/A,0.0,False,693,146,779,231,0.76,car,7.0
203,10,62.92,N/A,0.0,False,812,88,899,165,0.74,car,7.0
203,11,35.44,N/A,0.0,False,683,53,731,106,0.61,car,7.0
203,9,26.12,N/A,0.0,False,600,34,648,77,0.6,car,7.0
203,8,28.59,N/A,0.0,False,763,21,808,60,0.59,car,7.0
203,4,22.14,N/A,0.0,False,80,0,158,44,0.59,car,7.0
203,7,84.6,N/A,0.0,True,520,151,618,257,0.56,car,7.0
204,6,72.44,N/A,0.0,False,693,150,781,239,0.78,car,7.0344827586206895
204,10,65.92,N/A,0.0,False,815,93,903,170,0.68,car,7.0344827586206895
204,9,27.66,N/A,0.0,False,599,36,648,80,0.63,car,7.0344827586206895
204,4,22.14,N/A,0.0,False,81,0,158,42,0.62,car,7.0344827586206895
204,11,35.37,N/A,0.0,False,683,55,733,109,0.6,car,7.0344827586206895
204,7,86.16,N/A,0.0,True,516,154,616,264,0.58,car,7.0344827586206895
205,6,76.69,N/A,0.0,False,692,155,782,245,0.79,car,7.068965517241379
205,10,67.31,N/A,0.0,False,817,96,908,172,0.67,car,7.068965517241379
205,4,22.15,N/A,0.0,False,81,0,158,43,0.61,car,7.068965517241379
205,9,28.06,N/A,0.0,False,600,36,648,82,0.61,car,7.068965517241379
205,8,28.36,N/A,0.0,False,767,24,812,63,0.57,car,7.068965517241379
205,7,90.05,N/A,0.0,True,514,161,616,274,0.55,car,7.068965517241379
205,11,35.32,N/A,0.0,False,684,56,734,110,0.54,car,7.068965517241379
206,6,79.75,N/A,0.0,False,693,159,784,252,0.81,car,7.103448275862069
206,10,67.46,N/A,0.0,False,819,98,911,175,0.66,car,7.103448275862069
206,9,28.34,N/A,0.0,False,599,37,648,84,0.63,car,7.103448275862069
206,4,22.15,N/A,0.0,False,80,0,158,44,0.58,car,7.103448275862069
206,7,95.55,N/A,0.0,True,507,167,615,282,0.58,car,7.103448275862069
206,8,28.46,N/A,0.0,False,766,26,813,64,0.54,car,7.103448275862069
207,6,81.9,N/A,0.0,True,694,164,787,259,0.78,car,7.137931034482759
207,8,29.49,N/A,0.0,False,767,27,815,65,0.66,car,7.137931034482759
207,9,28.9,N/A,0.0,False,598,39,646,85,0.65,car,7.137931034482759
207,10,68.59,N/A,0.0,False,821,99,916,179,0.64,car,7.137931034482759
207,4,22.15,N/A,0.0,False,81,0,158,43,0.61,car,7.137931034482759
207,7,100.61,N/A,0.0,True,504,172,613,290,0.58,car,7.137931034482759
207,11,35.48,N/A,0.0,False,682,57,735,115,0.57,car,7.137931034482759
208,6,84.9,N/A,0.0,True,696,168,791,265,0.79,car,7.172413793103448
208,11,34.69,N/A,0.0,False,682,59,736,118,0.69,car,7.172413793103448
208,9,29.84,N/A,0.0,False,598,41,646,87,0.66,car,7.172413793103448
208,7,104.15,N/A,0.0,True,499,177,613,298,0.64,car,7.172413793103448
208,8,30.22,N/A,0.0,False,768,27,816,67,0.64,car,7.172413793103448
208,4,22.15,N/A,0.0,False,81,0,159,43,0.62,car,7.172413793103448
208,10,70.7,N/A,0.0,False,824,102,921,185,0.53,car,7.172413793103448
209,7,109.19,N/A,0.0,True,495,183,611,307,0.75,car,7.206896551724138
209,9,28.85,N/A,0.0,False,596,41,646,89,0.73,car,7.206896551724138
209,6,87.85,N/A,0.0,True,694,173,793,273,0.71,car,7.206896551724138
209,11,34.27,N/A,0.0,False,684,62,736,119,0.69,car,7.206896551724138
209,10,70.87,N/A,0.0,False,826,105,926,188,0.69,car,7.206896551724138
209,8,30.69,N/A,0.0,False,769,30,816,69,0.6,car,7.206896551724138
209,4,22.15,N/A,0.0,False,82,0,159,43,0.51,car,7.206896551724138
210,6,90.59,N/A,0.0,True,694,177,798,282,0.73,car,7.241379310344827
210,9,28.16,N/A,0.0,False,595,42,646,91,0.72,car,7.241379310344827
210,8,30.47,N/A,0.0,False,769,28,817,70,0.68,car,7.241379310344827
210,7,113.79,N/A,0.0,True,493,189,610,319,0.67,car,7.241379310344827
210,10,74.15,N/A,0.0,False,829,110,929,196,0.62,car,7.241379310344827
210,11,32.89,N/A,0.0,False,684,62,737,123,0.58,car,7.241379310344827
210,4,22.15,N/A,0.0,False,83,0,159,43,0.55,car,7.241379310344827
211,6,96.22,N/A,0.0,True,695,185,800,291,0.75,car,7.275862068965517
211,9,28.01,N/A,0.0,False,594,44,646,91,0.66,car,7.275862068965517
211,7,116.6,N/A,0.0,True,488,194,608,329,0.65,car,7.275862068965517
211,8,29.62,N/A,0.0,False,771,30,818,71,0.64,car,7.275862068965517
211,11,32.48,N/A,0.0,False,681,60,740,125,0.61,car,7.275862068965517
211,10,79.7,N/A,0.0,False,832,115,936,201,0.61,car,7.275862068965517
211,4,22.15,N/A,0.0,False,84,0,158,42,0.58,car,7.275862068965517
212,6,101.97,N/A,0.0,True,695,191,803,302,0.81,car,7.310344827586207
212,11,34.05,N/A,0.0,False,683,64,739,127,0.72,car,7.310344827586207
212,7,122.12,N/A,0.0,True,484,204,607,341,0.66,car,7.310344827586207
212,9,27.17,N/A,0.0,False,594,45,646,92,0.66,car,7.310344827586207
212,10,84.4,N/A,0.0,True,836,116,943,203,0.64,car,7.310344827586207
212,4,26.01,N/A,0.0,False,83,0,158,39,0.57,car,7.310344827586207
212,8,29.93,N/A,0.0,False,772,29,822,72,0.54,car,7.310344827586207
213,6,107.36,N/A,0.0,True,695,196,808,311,0.79,car,7.344827586206897
213,8,33.47,N/A,0.0,False,775,32,825,74,0.67,car,7.344827586206897
213,10,90.77,N/A,0.0,True,840,121,947,214,0.66,car,7.344827586206897
