frame_number,vehicle_id,speed,license_plate,is_overspeed,x1,y1,x2,y2,confidence
45,57,0,N/A,False,676,79,721,113,0.73
45,58,0,N/A,False,815,190,897,261,0.64
45,59,0,N/A,False,702,199,770,265,0.64
46,60,0,N/A,False,679,80,722,116,0.82
46,61,0,N/A,False,703,206,774,282,0.68
46,62,0,N/A,False,820,197,904,276,0.65
47,63,0,N/A,False,679,80,722,115,0.82
47,64,0,N/A,False,703,206,774,282,0.68
47,65,0,N/A,False,820,197,904,276,0.65
48,66,0,N/A,False,681,83,723,119,0.84
48,67,0,N/A,False,705,214,778,292,0.73
48,68,0,N/A,False,824,207,914,287,0.66
49,69,0,N/A,False,681,86,723,119,0.77
49,70,0,N/A,False,827,215,923,301,0.76
49,71,0,N/A,False,706,224,781,305,0.69
50,72,0,N/A,False,707,233,787,321,0.75
50,73,0,N/A,False,835,226,931,318,0.75
50,74,0,N/A,False,683,88,724,122,0.65
51,75,0,N/A,False,707,244,791,337,0.67
51,76,0,N/A,False,683,89,725,126,0.67
51,77,0,N/A,False,841,235,942,328,0.6
52,78,0,N/A,False,847,247,955,347,0.8
52,79,0,N/A,False,711,256,798,355,0.74
52,80,0,N/A,False,682,92,726,128,0.66
53,81,0,N/A,False,847,247,955,347,0.8
53,82,0,N/A,False,711,256,798,355,0.74
53,83,0,N/A,False,682,92,726,128,0.65
54,84,0,N/A,False,710,268,801,371,0.79
54,85,0,N/A,False,854,259,966,364,0.78
54,86,0,N/A,False,679,93,729,133,0.61
55,87,0,N/A,False,708,281,805,392,0.79
55,88,0,N/A,False,860,272,982,386,0.76
55,89,0,N/A,False,684,94,730,135,0.61
56,90,0,N/A,False,869,288,997,409,0.77
56,91,0,N/A,False,713,296,812,418,0.76
56,92,0,N/A,False,684,95,732,137,0.56
57,93,0,N/A,False,880,304,1013,436,0.75
57,94,0,N/A,False,710,313,822,447,0.73
57,95,0,N/A,False,686,97,734,143,0.59
58,96,0,N/A,False,888,320,1032,463,0.76
58,97,0,N/A,False,687,101,734,145,0.75
58,98,0,N/A,False,713,331,829,470,0.74
59,99,0,N/A,False,888,320,1032,463,0.76
59,100,0,N/A,False,687,101,735,145,0.75
59,101,0,N/A,False,713,331,829,470,0.74
60,102,0,N/A,False,900,337,1053,498,0.8
60,103,0,N/A,False,716,353,835,505,0.77
60,104,0,N/A,False,687,102,735,150,0.72
61,105,0,N/A,False,911,358,1078,532,0.78
61,106,0,N/A,False,684,109,737,151,0.67
61,107,0,N/A,False,717,373,848,548,0.64
62,108,0,N/A,False,923,383,1104,577,0.77
62,109,0,N/A,False,689,113,739,156,0.74
62,110,0,N/A,False,720,399,859,591,0.7
63,111,0,N/A,False,937,409,1134,624,0.83
63,112,0,N/A,False,721,428,872,639,0.82
63,113,0,N/A,False,688,116,740,161,0.69
64,114,0,N/A,False,691,118,741,165,0.7
64,115,0,N/A,False,722,460,887,709,0.66
64,116,0,N/A,False,952,439,1170,683,0.66
65,117,0,N/A,False,691,118,741,166,0.71
65,118,0,N/A,False,953,438,1171,683,0.66
65,119,0,N/A,False,722,461,887,709,0.65
66,120,0,N/A,False,694,121,744,167,0.72
66,121,0,N/A,False,726,500,903,717,0.64
66,122,0,N/A,False,967,475,1217,714,0.61
67,123,0,N/A,False,693,125,744,174,0.71
67,124,0,N/A,False,989,514,1258,714,0.55
67,125,0,N/A,False,727,546,916,718,0.5
68,126,0,N/A,False,694,129,748,180,0.75
68,127,0,N/A,False,982,558,1273,714,0.59
68,128,0,N/A,False,732,597,915,719,0.52
69,129,0,N/A,False,682,133,751,185,0.68
70,130,0,N/A,False,691,137,753,191,0.74
71,131,0,N/A,False,691,137,753,191,0.75
72,132,0,N/A,False,696,141,754,197,0.81
73,133,0,N/A,False,696,146,756,200,0.79
74,134,0,N/A,False,696,150,758,209,0.83
75,135,0,N/A,False,697,155,761,216,0.78
76,136,0,N/A,False,698,160,765,224,0.8
76,137,0,N/A,False,735,72,770,97,0.51
77,138,0,N/A,False,698,160,765,224,0.8
77,139,0,N/A,False,735,72,770,97,0.51
78,140,0,N/A,False,699,168,766,231,0.81
78,141,0,N/A,False,738,72,773,101,0.54
79,142,0,N/A,False,699,173,770,239,0.83
80,143,0,N/A,False,698,180,772,246,0.81
80,144,0,N/A,False,742,73,777,104,0.58
81,145,0,N/A,False,700,186,776,259,0.79
81,146,0,N/A,False,740,75,781,107,0.58
82,147,0,N/A,False,702,193,778,270,0.67
83,148,0,N/A,False,702,193,778,270,0.67
84,149,0,N/A,False,702,200,783,278,0.79
85,150,0,N/A,False,704,208,788,294,0.77
85,151,0,N/A,False,741,83,785,118,0.65
86,152,0,N/A,False,704,216,791,307,0.78
86,153,0,N/A,False,746,85,788,119,0.55
87,154,0,N/A,False,705,224,797,321,0.75
87,155,0,N/A,False,749,87,792,121,0.62
88,156,0,N/A,False,705,235,801,336,0.76
88,157,0,N/A,False,748,88,796,125,0.66
89,158,0,N/A,False,705,235,801,336,0.76
89,159,0,N/A,False,748,88,796,125,0.66
90,160,0,N/A,False,709,248,806,355,0.73
90,161,0,N/A,False,750,87,799,129,0.62
91,162,0,N/A,False,709,259,812,374,0.74
91,163,0,N/A,False,755,93,802,134,0.67
91,164,0,N/A,False,858,42,895,71,0.54
92,165,0,N/A,False,757,96,804,135,0.72
92,166,0,N/A,False,711,272,820,393,0.7
92,167,0,N/A,False,659,95,715,138,0.6
93,168,0,N/A,False,713,287,824,416,0.76
93,169,0,N/A,False,758,99,807,140,0.7
93,170,0,N/A,False,660,99,715,141,0.57
94,171,0,N/A,False,715,301,833,442,0.62
94,172,0,N/A,False,663,102,716,144,0.61
94,173,0,N/A,False,753,102,811,144,0.59
95,174,0,N/A,False,715,301,833,442,0.62
95,175,0,N/A,False,663,102,716,144,0.6
95,176,0,N/A,False,753,102,811,144,0.58
96,177,0,N/A,False,717,317,843,470,0.77
96,178,0,N/A,False,753,104,816,149,0.72
96,179,0,N/A,False,664,104,716,147,0.69
96,180,0,N/A,False,874,48,909,76,0.52
97,181,0,N/A,False,719,337,853,503,0.71
97,182,0,N/A,False,660,108,717,151,0.68
97,183,0,N/A,False,754,105,817,152,0.58
97,184,0,N/A,False,876,50,911,78,0.51
98,185,0,N/A,False,721,356,862,540,0.76
98,186,0,N/A,False,770,108,818,154,0.61
98,187,0,N/A,False,879,51,916,80,0.61
98,188,0,N/A,False,669,111,718,155,0.6
99,189,0,N/A,False,673,114,719,158,0.74
99,190,0,N/A,False,723,379,875,580,0.72
99,191,0,N/A,False,773,115,824,160,0.56
100,192,0,N/A,False,724,401,887,628,0.8
100,193,0,N/A,False,674,115,720,160,0.75
100,194,0,N/A,False,776,117,829,165,0.56
100,195,0,N/A,False,884,52,926,82,0.51
100,196,0,N/A,False,658,117,721,164,0.5
101,197,0,N/A,False,724,401,887,628,0.8
101,198,0,N/A,False,674,115,720,160,0.75
101,199,0,N/A,False,776,117,829,165,0.56
101,200,0,N/A,False,884,52,926,82,0.5
102,201,0,N/A,False,726,429,905,686,0.81
102,202,0,N/A,False,676,120,721,165,0.77
102,203,0,N/A,False,888,54,930,84,0.61
102,204,0,N/A,False,773,120,833,172,0.55
103,205,0,N/A,False,676,123,724,172,0.73
103,206,0,N/A,False,780,122,838,177,0.7
103,207,0,N/A,False,732,462,921,717,0.67
103,208,0,N/A,False,892,54,934,86,0.6
104,209,0,N/A,False,732,498,936,718,0.73
104,210,0,N/A,False,781,128,842,183,0.68
104,211,0,N/A,False,664,128,726,179,0.6
105,212,0,N/A,False,674,131,727,182,0.65
105,213,0,N/A,False,901,57,943,88,0.59
106,214,0,N/A,False,906,58,948,91,0.66
106,215,0,N/A,False,676,136,729,190,0.65
106,216,0,N/A,False,740,587,940,718,0.5
107,217,0,N/A,False,906,58,948,91,0.66
107,218,0,N/A,False,677,136,729,190,0.66
107,219,0,N/A,False,740,587,940,718,0.5
108,220,0,N/A,False,678,138,731,189,0.68
108,221,0,N/A,False,749,643,937,718,0.6
108,222,0,N/A,False,793,138,858,202,0.54
109,223,0,N/A,False,677,145,733,201,0.68
109,224,0,N/A,False,913,62,959,97,0.6
110,225,0,N/A,False,678,148,735,207,0.76
110,226,0,N/A,False,802,151,869,219,0.56
110,227,0,N/A,False,918,65,964,98,0.56
111,228,0,N/A,False,677,154,738,217,0.81
111,229,0,N/A,False,807,155,875,225,0.74
111,230,0,N/A,False,922,67,969,101,0.53
112,231,0,N/A,False,678,160,739,221,0.79
112,232,0,N/A,False,811,163,880,232,0.73
112,233,0,N/A,False,928,67,975,103,0.7
113,234,0,N/A,False,678,160,739,222,0.78
113,235,0,N/A,False,811,163,880,233,0.74
113,236,0,N/A,False,928,67,975,103,0.71
114,237,0,N/A,False,678,166,741,231,0.84
114,238,0,N/A,False,814,170,890,244,0.78
114,239,0,N/A,False,933,70,981,106,0.58
115,240,0,N/A,False,679,171,744,238,0.74
115,241,0,N/A,False,820,177,898,253,0.71
115,242,0,N/A,False,936,69,987,108,0.55
116,243,0,N/A,False,825,184,903,263,0.74
116,244,0,N/A,False,676,178,746,246,0.72
116,245,0,N/A,False,943,71,994,111,0.59
117,246,0,N/A,False,678,183,749,260,0.67
117,247,0,N/A,False,831,190,912,273,0.66
118,248,0,N/A,False,837,201,922,288,0.76
118,249,0,N/A,False,679,192,751,272,0.69
118,250,0,N/A,False,952,77,1007,117,0.62
119,251,0,N/A,False,837,201,922,288,0.76
119,252,0,N/A,False,679,192,751,272,0.68
119,253,0,N/A,False,952,77,1007,117,0.62
120,254,0,N/A,False,680,200,754,279,0.69
120,255,0,N/A,False,842,209,931,299,0.66
120,256,0,N/A,False,958,79,1014,119,0.59
120,257,0,N/A,False,1168,29,1216,54,0.58
121,258,0,N/A,False,848,219,942,318,0.72
121,259,0,N/A,False,965,80,1021,122,0.68
121,260,0,N/A,False,679,209,756,294,0.68
122,261,0,N/A,False,679,219,761,307,0.76
122,262,0,N/A,False,855,233,957,331,0.67
122,263,0,N/A,False,971,81,1029,125,0.61
123,264,0,N/A,False,862,243,969,353,0.75
123,265,0,N/A,False,677,229,763,320,0.61
124,266,0,N/A,False,870,257,984,372,0.76
124,267,0,N/A,False,679,240,768,338,0.63
124,268,0,N/A,False,984,87,1044,134,0.59
125,269,0,N/A,False,870,257,984,372,0.75
125,270,0,N/A,False,679,240,768,338,0.63
125,271,0,N/A,False,984,87,1044,134,0.58
126,272,0,N/A,False,879,271,997,394,0.65
126,273,0,N/A,False,678,251,772,357,0.63
127,274,0,N/A,False,888,288,1016,421,0.74
127,275,0,N/A,False,676,264,779,380,0.72
127,276,0,N/A,False,998,92,1062,142,0.7
128,277,0,N/A,False,901,303,1036,451,0.71
128,278,0,N/A,False,678,277,786,397,0.7
128,279,0,N/A,False,1005,95,1072,145,0.66
129,280,0,N/A,False,678,292,792,424,0.67
129,281,0,N/A,False,1013,97,1081,151,0.66
129,282,0,N/A,False,912,324,1058,483,0.63
130,283,0,N/A,False,924,345,1081,516,0.76
130,284,0,N/A,False,1021,100,1091,154,0.75
130,285,0,N/A,False,676,309,797,454,0.71
131,286,0,N/A,False,924,345,1081,516,0.75
131,287,0,N/A,False,1021,100,1091,154,0.75
131,288,0,N/A,False,676,309,797,454,0.71
132,289,0,N/A,False,938,369,1109,561,0.69
132,290,0,N/A,False,678,327,805,484,0.58
133,291,0,N/A,False,681,349,812,520,0.68
133,292,0,N/A,False,955,397,1141,612,0.66
133,293,0,N/A,False,1037,106,1111,164,0.63
134,294,0,N/A,False,972,428,1178,667,0.91
134,295,0,N/A,False,683,368,822,563,0.75
134,296,0,N/A,False,1048,112,1124,168,0.61
135,297,0,N/A,False,983,465,1225,716,0.83
135,298,0,N/A,False,1056,116,1136,175,0.73
135,299,0,N/A,False,682,392,834,605,0.58
136,300,0,N/A,False,1066,118,1149,181,0.77
136,301,0,N/A,False,683,418,843,659,0.76
136,302,0,N/A,False,973,510,1277,714,0.72
137,303,0,N/A,False,1066,118,1149,181,0.77
137,304,0,N/A,False,683,419,843,659,0.75
137,305,0,N/A,False,973,510,1277,714,0.72
138,306,0,N/A,False,684,450,858,715,0.76
138,307,0,N/A,False,1016,559,1279,715,0.76
138,308,0,N/A,False,1077,123,1161,187,0.76
139,309,0,N/A,False,1086,129,1176,193,0.72
139,310,0,N/A,False,1079,618,1278,719,0.53
140,311,0,N/A,False,1099,135,1191,202,0.71
140,312,0,N/A,False,678,531,885,716,0.6
141,313,0,N/A,False,1111,137,1207,207,0.6
142,314,0,N/A,False,1125,142,1224,215,0.68
142,315,0,N/A,False,692,640,870,718,0.61
143,316,0,N/A,False,1125,142,1224,215,0.7
143,317,0,N/A,False,692,640,870,718,0.61
144,318,0,N/A,False,1138,148,1242,223,0.63
145,319,0,N/A,False,1151,153,1263,232,0.72
146,320,0,N/A,False,1168,159,1278,241,0.52
147,321,0,N/A,False,1185,167,1279,247,0.72
148,322,0,N/A,False,1202,173,1279,252,0.64
149,323,0,N/A,False,1202,173,1279,252,0.64
150,324,0,N/A,False,1221,180,1279,249,0.59
150,325,0,N/A,False,1144,53,1199,82,0.51
188,326,0,N/A,False,826,28,858,51,0.54
189,327,0,N/A,False,831,29,861,53,0.58
190,328,0,N/A,False,833,31,863,54,0.66
191,329,0,N/A,False,833,32,863,54,0.66
192,330,0,N/A,False,836,32,867,55,0.61
193,331,0,N/A,False,839,34,870,56,0.64
193,332,0,N/A,False,671,80,712,115,0.53
194,333,0,N/A,False,840,35,874,57,0.64
194,334,0,N/A,False,671,80,713,119,0.57
195,335,0,N/A,False,843,36,878,60,0.67
196,336,0,N/A,False,847,36,881,61,0.65
197,337,0,N/A,False,848,39,884,62,0.69
197,338,0,N/A,False,720,66,755,93,0.67
198,339,0,N/A,False,848,39,884,62,0.69
198,340,0,N/A,False,720,66,755,93,0.67
199,341,0,N/A,False,721,66,758,96,0.7
199,342,0,N/A,False,678,93,718,134,0.51
200,343,0,N/A,False,725,67,761,98,0.74
200,344,0,N/A,False,853,40,891,66,0.58
200,345,0,N/A,False,679,94,719,136,0.52
201,346,0,N/A,False,725,71,763,103,0.71
201,347,0,N/A,False,856,40,895,68,0.62
201,348,0,N/A,False,680,99,719,140,0.58
202,349,0,N/A,False,725,73,766,104,0.67
202,350,0,N/A,False,860,41,898,68,0.63
202,351,0,N/A,False,674,103,721,144,0.63
203,352,0,N/A,False,863,43,902,71,0.56
204,353,0,N/A,False,863,43,902,71,0.56
205,354,0,N/A,False,867,43,907,71,0.64
205,355,0,N/A,False,679,107,723,154,0.6
206,356,0,N/A,False,677,113,724,159,0.76
206,357,0,N/A,False,870,44,910,73,0.64
206,358,0,N/A,False,731,78,774,114,0.63
207,359,0,N/A,False,678,116,727,163,0.73
207,360,0,N/A,False,875,46,914,75,0.63
207,361,0,N/A,False,733,78,777,118,0.55
208,362,0,N/A,False,737,83,778,120,0.62
208,363,0,N/A,False,679,120,728,169,0.62
208,364,0,N/A,False,879,50,918,77,0.62
209,365,0,N/A,False,881,50,925,80,0.73
209,366,0,N/A,False,683,125,731,174,0.64
210,367,0,N/A,False,881,50,925,80,0.73
210,368,0,N/A,False,683,125,731,174,0.64
211,369,0,N/A,False,885,52,929,82,0.7
211,370,0,N/A,False,742,88,784,130,0.67
211,371,0,N/A,False,682,129,732,181,0.65
211,372,0,N/A,False,601,91,644,136,0.55
212,373,0,N/A,False,683,133,734,185,0.73
212,374,0,N/A,False,743,93,788,135,0.72
212,375,0,N/A,False,888,53,934,83,0.66
212,376,0,N/A,False,602,94,644,138,0.58
213,377,0,N/A,False,684,137,737,194,0.78
213,378,0,N/A,False,746,96,793,137,0.77
213,379,0,N/A,False,895,55,938,86,0.66
213,380,0,N/A,False,602,95,646,140,0.6
214,381,0,N/A,False,686,143,738,200,0.75
214,382,0,N/A,False,897,56,943,87,0.75
214,383,0,N/A,False,747,101,796,144,0.72
214,384,0,N/A,False,646,34,675,55,0.67
214,385,0,N/A,False,601,98,647,143,0.61
215,386,0,N/A,False,687,148,740,207,0.74
215,387,0,N/A,False,751,104,800,150,0.72
215,388,0,N/A,False,903,56,948,88,0.69
215,389,0,N/A,False,647,36,674,56,0.6
215,390,0,N/A,False,602,100,647,146,0.54
216,391,0,N/A,False,687,148,740,207,0.73
216,392,0,N/A,False,751,104,800,149,0.72
216,393,0,N/A,False,903,56,948,88,0.68
216,394,0,N/A,False,647,36,674,56,0.59
216,395,0,N/A,False,602,100,647,146,0.53
217,396,0,N/A,False,687,152,743,214,0.79
217,397,0,N/A,False,751,105,804,154,0.74
217,398,0,N/A,False,908,57,956,90,0.67
217,399,0,N/A,False,602,103,648,148,0.56
218,400,0,N/A,False,748,109,809,161,0.76
218,401,0,N/A,False,912,59,960,95,0.69
218,402,0,N/A,False,689,159,745,216,0.63
218,403,0,N/A,False,601,105,648,151,0.57
219,404,0,N/A,False,688,164,749,230,0.72
219,405,0,N/A,False,917,63,965,96,0.72
219,406,0,N/A,False,600,109,649,159,0.68
219,407,0,N/A,False,752,116,814,168,0.63
219,408,0,N/A,False,647,39,677,61,0.54
220,409,0,N/A,False,761,121,818,171,0.77
220,410,0,N/A,False,690,170,749,230,0.67
220,411,0,N/A,False,921,64,972,99,0.58
220,412,0,N/A,False,602,112,651,161,0.56
220,413,0,N/A,False,647,39,677,61,0.54
221,414,0,N/A,False,763,123,824,181,0.78
221,415,0,N/A,False,690,179,752,244,0.77
221,416,0,N/A,False,601,115,655,167,0.71
221,417,0,N/A,False,928,67,978,103,0.7
221,418,0,N/A,False,649,40,679,62,0.55
222,419,0,N/A,False,763,123,824,181,0.78
222,420,0,N/A,False,690,179,752,244,0.77
222,421,0,N/A,False,601,115,655,166,0.71
222,422,0,N/A,False,928,67,978,103,0.7
222,423,0,N/A,False,649,40,679,62,0.55
223,424,0,N/A,False,691,186,756,259,0.79
223,425,0,N/A,False,600,118,653,171,0.69
223,426,0,N/A,False,934,68,986,104,0.68
223,427,0,N/A,False,761,128,829,186,0.65
224,428,0,N/A,False,776,135,835,194,0.74
224,429,0,N/A,False,599,122,651,176,0.72
224,430,0,N/A,False,938,68,993,108,0.68
224,431,0,N/A,False,692,194,759,267,0.67
224,432,0,N/A,False,594,66,629,97,0.64
225,433,0,N/A,False,693,201,762,281,0.77
225,434,0,N/A,False,778,139,842,202,0.76
225,435,0,N/A,False,600,124,654,185,0.73
225,436,0,N/A,False,592,67,629,99,0.65
225,437,0,N/A,False,945,70,1000,111,0.6
226,438,0,N/A,False,695,212,768,297,0.77
226,439,0,N/A,False,598,130,655,191,0.75
226,440,0,N/A,False,784,147,847,213,0.7
226,441,0,N/A,False,950,73,1007,114,0.61
226,442,0,N/A,False,593,70,627,103,0.51
227,443,0,N/A,False,695,223,770,310,0.76
227,444,0,N/A,False,599,133,657,195,0.72
227,445,0,N/A,False,789,154,856,219,0.68
227,446,0,N/A,False,954,75,1014,118,0.62
227,447,0,N/A,False,590,72,626,104,0.62
228,448,0,N/A,False,695,223,770,310,0.75
228,449,0,N/A,False,599,133,657,196,0.71
228,450,0,N/A,False,788,154,856,219,0.7
228,451,0,N/A,False,954,75,1014,117,0.63
228,452,0,N/A,False,590,72,626,104,0.59
229,453,0,N/A,False,599,138,657,202,0.81
229,454,0,N/A,False,793,162,863,229,0.75
229,455,0,N/A,False,694,233,774,327,0.71
229,456,0,N/A,False,962,81,1022,121,0.6
229,457,0,N/A,False,587,73,627,107,0.54
230,458,0,N/A,False,598,142,658,210,0.77
230,459,0,N/A,False,969,82,1031,125,0.73
230,460,0,N/A,False,695,246,776,344,0.61
230,461,0,N/A,False,586,76,627,109,0.52
231,462,0,N/A,False,597,147,658,214,0.73
231,463,0,N/A,False,803,175,879,248,0.72
231,464,0,N/A,False,696,260,785,368,0.66
231,465,0,N/A,False,976,84,1039,129,0.58
231,466,0,N/A,False,587,78,626,111,0.56
231,467,0,N/A,False,654,45,687,72,0.56
232,468,0,N/A,False,586,80,625,115,0.7
232,469,0,N/A,False,810,185,891,263,0.69
232,470,0,N/A,False,598,154,659,222,0.68
232,471,0,N/A,False,695,272,793,389,0.62
232,472,0,N/A,False,985,87,1048,133,0.6
232,473,0,N/A,False,656,46,687,72,0.6
233,474,0,N/A,False,584,80,625,119,0.73
233,475,0,N/A,False,597,158,662,229,0.73
233,476,0,N/A,False,991,87,1057,139,0.7
233,477,0,N/A,False,816,194,897,274,0.66
233,478,0,N/A,False,698,289,798,414,0.57
233,479,0,N/A,False,656,48,687,75,0.54
234,480,0,N/A,False,584,80,625,119,0.73
234,481,0,N/A,False,597,158,662,229,0.73
234,482,0,N/A,False,991,87,1057,139,0.7
234,483,0,N/A,False,816,194,897,274,0.66
234,484,0,N/A,False,698,289,798,414,0.57
234,485,0,N/A,False,656,48,687,74,0.54
235,486,0,N/A,False,1000,92,1070,143,0.76
235,487,0,N/A,False,583,81,624,120,0.75
235,488,0,N/A,False,597,161,661,237,0.66
235,489,0,N/A,False,700,306,804,443,0.65
235,490,0,N/A,False,823,204,911,291,0.65
235,491,0,N/A,False,657,48,688,77,0.53
236,492,0,N/A,False,594,168,663,246,0.77
236,493,0,N/A,False,578,83,624,124,0.72
236,494,0,N/A,False,831,215,923,309,0.7
236,495,0,N/A,False,703,327,812,471,0.7
236,496,0,N/A,False,1008,97,1080,148,0.61
237,497,0,N/A,False,1017,99,1090,152,0.79
237,498,0,N/A,False,705,348,823,507,0.77
237,499,0,N/A,False,838,226,934,326,0.7
237,500,0,N/A,False,594,177,665,255,0.68
237,501,0,N/A,False,575,85,624,128,0.65
237,502,0,N/A,False,659,51,691,77,0.51
238,503,0,N/A,False,1026,104,1103,159,0.7
238,504,0,N/A,False,707,373,832,551,0.69
238,505,0,N/A,False,593,180,668,264,0.68
238,506,0,N/A,False,659,54,690,79,0.59
238,507,0,N/A,False,570,95,623,133,0.58
238,508,0,N/A,False,847,240,948,344,0.56
239,509,0,N/A,False,856,255,965,371,0.77
239,510,0,N/A,False,576,98,622,135,0.71
239,511,0,N/A,False,592,188,669,273,0.67
239,512,0,N/A,False,1036,105,1115,163,0.65
239,513,0,N/A,False,710,398,844,593,0.63
240,514,0,N/A,False,856,255,965,371,0.78
240,515,0,N/A,False,575,98,622,135,0.72
240,516,0,N/A,False,1036,106,1115,163,0.69
240,517,0,N/A,False,592,188,669,272,0.67
240,518,0,N/A,False,710,398,844,593,0.63
241,519,0,N/A,False,712,431,858,646,0.8
241,520,0,N/A,False,578,99,622,136,0.76
241,521,0,N/A,False,1045,113,1126,169,0.72
241,522,0,N/A,False,866,271,981,394,0.68
241,523,0,N/A,False,591,196,672,290,0.65
242,524,0,N/A,False,1056,117,1139,178,0.77
242,525,0,N/A,False,878,289,1003,424,0.76
242,526,0,N/A,False,578,101,621,140,0.73
242,527,0,N/A,False,590,204,673,298,0.73
242,528,0,N/A,False,713,466,874,715,0.7
243,529,0,N/A,False,1067,123,1155,184,0.78
243,530,0,N/A,False,889,311,1027,456,0.75
243,531,0,N/A,False,588,210,674,314,0.67
243,532,0,N/A,False,574,103,620,144,0.61
243,533,0,N/A,False,715,509,889,716,0.56
244,534,0,N/A,False,1078,126,1169,191,0.72
244,535,0,N/A,False,903,332,1052,497,0.68
244,536,0,N/A,False,585,222,676,327,0.67
244,537,0,N/A,False,719,557,901,717,0.58
244,538,0,N/A,False,572,105,619,147,0.53
244,539,0,N/A,False,663,57,697,88,0.51
245,540,0,N/A,False,919,358,1081,541,0.75
245,541,0,N/A,False,1092,132,1186,198,0.74
245,542,0,N/A,False,724,617,893,718,0.72
245,543,0,N/A,False,570,108,617,153,0.71
245,544,0,N/A,False,583,232,676,342,0.57
245,545,0,N/A,False,660,61,698,94,0.53
246,546,0,N/A,False,919,358,1081,541,0.75
246,547,0,N/A,False,1092,132,1186,198,0.74
246,548,0,N/A,False,724,617,893,718,0.72
246,549,0,N/A,False,570,108,617,153,0.71
246,550,0,N/A,False,582,232,677,343,0.57
246,551,0,N/A,False,660,61,698,94,0.53
247,552,0,N/A,False,1106,137,1203,208,0.8
247,553,0,N/A,False,936,389,1114,592,0.77
247,554,0,N/A,False,568,111,617,155,0.76
247,555,0,N/A,False,662,62,700,95,0.6
248,556,0,N/A,False,956,424,1155,657,0.84
248,557,0,N/A,False,1118,145,1222,215,0.81
248,558,0,N/A,False,568,114,614,160,0.79
248,559,0,N/A,False,575,254,682,379,0.66
248,560,0,N/A,False,663,64,701,97,0.61
249,561,0,N/A,False,956,465,1205,716,0.86
249,562,0,N/A,False,1133,148,1243,223,0.74
249,563,0,N/A,False,567,116,612,162,0.74
249,564,0,N/A,False,663,64,702,100,0.67
249,565,0,N/A,False,573,264,687,396,0.56
249,566,0,N/A,False,545,55,578,83,0.5
250,567,0,N/A,False,1146,155,1263,232,0.81
250,568,0,N/A,False,563,121,611,164,0.79
250,569,0,N/A,False,665,65,703,103,0.77
250,570,0,N/A,False,967,515,1277,713,0.67
250,571,0,N/A,False,577,277,688,419,0.53
251,572,0,N/A,False,1162,160,1279,245,0.77
251,573,0,N/A,False,559,125,609,175,0.74
251,574,0,N/A,False,664,69,703,103,0.73
